experiment	run	sex	age_group	fold
SRP072492	SRR3308890	male	older_adult	1
SRP074349	SRR3474825	female	older_adult	2
SRP074349	SRR3474768	female	older_adult	2
SRP074349	SRR3474826	female	older_adult	2
SRP074349	SRR3474855	female	older_adult	2
SRP074349	SRR3474802	female	older_adult	2
SRP074349	SRR3474856	female	older_adult	2
SRP074349	SRR3474857	female	older_adult	2
SRP074349	SRR3474751	female	older_adult	2
SRP074349	SRR3474803	female	older_adult	2
SRP074349	SRR3474824	female	older_adult	2
SRP082426	SRR4045129	female	older_adult	2
SRP090460	SRR4296098	male	older_adult	3
SRP091303	SRR4407841	male	older_adult	3
SRP098761	SRR5225791	male	older_adult	3
SRP098761	SRR5225792	male	older_adult	3
SRP098761	SRR5225789	male	older_adult	3
SRP098761	SRR5225790	male	older_adult	3
SRP108388	SRR5635312	male	older_adult	3
SRP112751	SRR5838041	male	older_adult	1
SRP113755	SRR5877678	female	older_adult	2
SRP113755	SRR5877694	female	older_adult	2
SRP114901	SRR5903550	female	older_adult	3
SRP119170	SRR6116500	female	older_adult	3
SRP148497	SRR7187187	female	older_adult	3
SRP148500	SRR7187303	male	older_adult	3
SRP148500	SRR7187302	male	older_adult	3
SRP148500	SRR7187309	male	older_adult	3
SRP148500	SRR7187308	male	older_adult	3
SRP162073	SRR7874146	female	older_adult	2
SRP183186	SRR8521494	female	older_adult	2
SRP197353	SRR9036334	female	older_adult	2
SRP045638	SRR2071374	male	old_adult	1
ERP104864	ERR2179096	female	old_adult	3
ERP104864	ERR2179095	female	old_adult	3
ERP105501	ERR2209932	male	old_adult	1
ERP105501	ERR2209930	female	old_adult	1
ERP109626	ERR2675475	female	old_adult	3
ERP111913	ERR2882497	male	old_adult	3
ERP111913	ERR2882494	male	old_adult	3
ERP111913	ERR2882496	male	old_adult	3
ERP111913	ERR2882495	male	old_adult	3
SRP046233	SRR1566089	female	old_adult	3
SRP046233	SRR1566088	male	old_adult	3
SRP050493	SRR1691644	male	old_adult	3
SRP051819	SRR1746961	male	old_adult	3
SRP056696	SRR1946645	male	old_adult	2
SRP056696	SRR1946684	female	old_adult	2
SRP056696	SRR1946689	male	old_adult	2
SRP067524	SRR3081641	female	old_adult	2
SRP068292	SRR3096627	male	old_adult	3
SRP071758	SRR3225274	male	old_adult	2
SRP071758	SRR3225281	male	old_adult	2
SRP071758	SRR3225273	male	old_adult	2
SRP071758	SRR3225283	male	old_adult	2
SRP071758	SRR3225296	male	old_adult	2
SRP071758	SRR3225282	male	old_adult	2
SRP071758	SRR3225263	male	old_adult	2
SRP071758	SRR3225276	male	old_adult	2
SRP072492	SRR3308899	male	old_adult	1
SRP072492	SRR3308911	female	old_adult	1
SRP073253	SRR3399435	male	old_adult	2
SRP073253	SRR3379021	male	old_adult	2
SRP073253	SRR3378509	male	old_adult	2
SRP073253	SRR3383235	male	old_adult	2
SRP074349	SRR3474748	male	old_adult	2
SRP074349	SRR3474750	female	old_adult	2
SRP074349	SRR3474726	male	old_adult	2
SRP074349	SRR3474734	female	old_adult	2
SRP074349	SRR3474816	female	old_adult	2
SRP074349	SRR3474814	female	old_adult	2
SRP074349	SRR3474815	female	old_adult	2
SRP091303	SRR4407814	male	old_adult	3
SRP092408	SRR4785905	female	old_adult	1
SRP092408	SRR4785962	female	old_adult	1
SRP101731	SRR5336358	female	old_adult	2
SRP101731	SRR5336359	female	old_adult	2
SRP101731	SRR5336356	female	old_adult	2
SRP101731	SRR5336357	female	old_adult	2
SRP112751	SRR5838028	female	old_adult	1
SRP113755	SRR5877725	female	old_adult	2
SRP113755	SRR5877704	female	old_adult	2
SRP113755	SRR5877736	female	old_adult	2
SRP119170	SRR6116502	female	old_adult	3
SRP119170	SRR6116501	male	old_adult	3
SRP148497	SRR7187157	female	old_adult	3
SRP148497	SRR7187175	female	old_adult	3
SRP162073	SRR7874147	female	old_adult	2
SRP162285	SRR7886545	female	old_adult	3
SRP200094	SRR9177684	male	old_adult	1
ERP104864	ERR2179104	female	old_adult	3
ERP104864	ERR2179080	male	old_adult	3
ERP104864	ERR2179169	female	old_adult	3
ERP104864	ERR2179168	female	old_adult	3
ERP104864	ERR2179159	male	old_adult	3
ERP105501	ERR2209859	female	old_adult	1
ERP105501	ERR2209929	female	old_adult	1
ERP105501	ERR2209926	male	old_adult	1
ERP105501	ERR2209873	female	old_adult	1
ERP105501	ERR2209894	male	old_adult	1
ERP106532	ERR2274888	male	old_adult	2
SRP029262	SRR957903	female	old_adult	3
SRP050493	SRR1691640	male	old_adult	3
SRP050493	SRR1691637	male	old_adult	3
SRP057793	SRR2018233	male	old_adult	3
SRP057793	SRR2017977	female	old_adult	3
SRP057793	SRR2017996	female	old_adult	3
SRP067524	SRR3081620	male	old_adult	2
SRP067524	SRR3081606	male	old_adult	2
SRP071758	SRR3225289	female	old_adult	2
SRP071758	SRR3225320	male	old_adult	2
SRP071758	SRR3225327	male	old_adult	2
SRP071758	SRR3225284	male	old_adult	2
SRP072492	SRR3308919	male	old_adult	1
SRP073253	SRR3383401	female	old_adult	2
SRP073253	SRR3383348	female	old_adult	2
SRP073253	SRR3383402	female	old_adult	2
SRP073253	SRR3383349	female	old_adult	2
SRP074349	SRR3474844	male	old_adult	2
SRP074349	SRR3474725	female	old_adult	2
SRP074349	SRR3474843	male	old_adult	2
SRP074349	SRR3474774	male	old_adult	2
SRP074349	SRR3474845	male	old_adult	2
SRP075564	SRR3581286	female	old_adult	1
SRP075564	SRR3581287	female	old_adult	1
SRP082426	SRR4045061	female	old_adult	2
SRP082426	SRR4045053	female	old_adult	2
SRP082426	SRR4045107	female	old_adult	2
SRP082426	SRR4045123	female	old_adult	2
SRP090460	SRR4296115	female	old_adult	3
SRP098761	SRR5225788	male	old_adult	3
SRP098761	SRR5225785	male	old_adult	3
SRP098761	SRR5225786	male	old_adult	3
SRP098761	SRR5225787	male	old_adult	3
SRP112751	SRR5838026	male	old_adult	1
SRP113755	SRR5877687	female	old_adult	2
SRP115956	SRR5961972	female	old_adult	2
SRP115956	SRR5962064	female	old_adult	2
SRP115956	SRR5961924	female	old_adult	2
SRP119170	SRR6116503	female	old_adult	3
SRP148497	SRR7187186	female	old_adult	3
SRP148497	SRR7187149	female	old_adult	3
SRP148500	SRR7187300	male	old_adult	3
SRP148500	SRR7187301	male	old_adult	3
SRP162073	SRR7874150	female	old_adult	2
SRP162073	SRR7874156	male	old_adult	2
SRP201347	SRR9294068	female	old_adult	2
SRP071760	SRR3225416	male	old_adult	1
SRP071760	SRR3225456	male	old_adult	1
ERP104864	ERR2179208	male	old_adult	3
ERP104864	ERR2179209	male	old_adult	3
ERP105501	ERR2209906	male	old_adult	1
ERP106532	ERR2274887	male	old_adult	2
ERP109626	ERR2675446	female	old_adult	3
ERP109626	ERR2675453	female	old_adult	3
ERP109626	ERR2675447	female	old_adult	3
ERP109626	ERR2675452	female	old_adult	3
ERP111913	ERR2882493	male	old_adult	3
ERP111913	ERR2882492	male	old_adult	3
SRP017262	SRR620043	female	old_adult	3
SRP017262	SRR620044	female	old_adult	3
SRP046233	SRR1566092	female	old_adult	3
SRP046233	SRR1566095	male	old_adult	3
SRP046233	SRR1566091	female	old_adult	3
SRP051819	SRR1746753	male	old_adult	3
SRP051819	SRR1746757	male	old_adult	3
SRP056293	SRR1918183	female	old_adult	2
SRP057793	SRR2017695	male	old_adult	3
SRP059536	SRR2064170	male	old_adult	3
SRP060016	SRR4457120	female	old_adult	3
SRP060016	SRR4457125	female	old_adult	3
SRP060016	SRR4457115	female	old_adult	3
SRP060016	SRR4457130	female	old_adult	3
SRP064894	SRR2678178	female	old_adult	1
SRP064894	SRR2678177	female	old_adult	1
SRP067524	SRR3081646	male	old_adult	2
SRP071758	SRR3225330	male	old_adult	2
SRP071758	SRR3225291	male	old_adult	2
SRP074349	SRR3474892	female	old_adult	2
SRP074349	SRR3474838	male	old_adult	2
SRP074349	SRR3474887	female	old_adult	2
SRP074349	SRR3474839	male	old_adult	2
SRP074349	SRR3474889	female	old_adult	2
SRP074349	SRR3474891	female	old_adult	2
SRP074349	SRR3474888	female	old_adult	2
SRP074349	SRR3474885	female	old_adult	2
SRP074349	SRR3474890	female	old_adult	2
SRP074349	SRR3474893	female	old_adult	2
SRP074349	SRR3474886	female	old_adult	2
SRP074349	SRR3474837	male	old_adult	2
SRP082426	SRR4045124	female	old_adult	2
SRP090460	SRR4296092	female	old_adult	3
SRP092408	SRR4785914	male	old_adult	1
SRP092408	SRR4785960	female	old_adult	1
SRP112751	SRR5838025	male	old_adult	1
SRP113755	SRR5877663	female	old_adult	2
SRP113755	SRR5877729	female	old_adult	2
SRP113755	SRR5877717	female	old_adult	2
SRP113755	SRR5877668	female	old_adult	2
SRP148497	SRR7187145	female	old_adult	3
SRP148500	SRR7187298	male	old_adult	3
ERP111913	ERR2882505	male	old_adult	3
ERP111913	ERR2882506	male	old_adult	3
ERP111913	ERR2882504	male	old_adult	3
ERP111913	ERR2882507	male	old_adult	3
SRP045638	SRR2071371	male	old_adult	1
ERP104864	ERR2179162	female	old_adult	3
ERP105501	ERR2209911	male	old_adult	1
ERP105501	ERR2209920	male	old_adult	1
ERP105501	ERR2209889	female	old_adult	1
ERP111913	ERR2882485	female	old_adult	3
ERP111913	ERR2882482	female	old_adult	3
ERP111913	ERR2882483	female	old_adult	3
ERP111913	ERR2882484	female	old_adult	3
SRP017262	SRR620137	female	old_adult	3
SRP017262	SRR620160	female	old_adult	3
SRP017262	SRR620156	female	old_adult	3
SRP017262	SRR620161	female	old_adult	3
SRP017262	SRR620154	female	old_adult	3
SRP017262	SRR620138	female	old_adult	3
SRP017262	SRR620158	female	old_adult	3
SRP017262	SRR620159	female	old_adult	3
SRP017262	SRR620140	female	old_adult	3
SRP022054	SRR837844	male	old_adult	3
SRP029262	SRR957896	male	old_adult	3
SRP050230	SRR1662177	female	old_adult	1
SRP050230	SRR1662176	female	old_adult	1
SRP050493	SRR1691638	male	old_adult	3
SRP056696	SRR1946678	male	old_adult	2
SRP056696	SRR1946647	male	old_adult	2
SRP057793	SRR2017789	female	old_adult	3
SRP057793	SRR2018839	male	old_adult	3
SRP058243	SRR2016964	male	old_adult	1
SRP059588	SRR2065032	male	old_adult	1
SRP071758	SRR3225311	male	old_adult	2
SRP074349	SRR3474812	female	old_adult	2
SRP074349	SRR3474762	male	old_adult	2
SRP074349	SRR3474723	female	old_adult	2
SRP074349	SRR3474813	female	old_adult	2
SRP074349	SRR3474733	female	old_adult	2
SRP074349	SRR3474722	male	old_adult	2
SRP074349	SRR3474830	female	old_adult	2
SRP074349	SRR3474832	female	old_adult	2
SRP074349	SRR3474811	female	old_adult	2
SRP074349	SRR3474831	female	old_adult	2
SRP090460	SRR4296080	female	old_adult	3
SRP090460	SRR4296090	female	old_adult	3
SRP090460	SRR4296108	female	old_adult	3
SRP103588	SRR5436065	female	old_adult	3
SRP109781	SRR5714750	male	old_adult	3
SRP113755	SRR5877671	female	old_adult	2
SRP113755	SRR5877666	female	old_adult	2
SRP119170	SRR6116505	female	old_adult	3
SRP148500	SRR7187307	male	old_adult	3
SRP148500	SRR7187306	male	old_adult	3
SRP201347	SRR9294084	male	old_adult	2
SRP078156	SRR3820346	male	old_adult	3
SRP078156	SRR3820345	male	old_adult	3
ERP104864	ERR2179116	female	old_adult	3
ERP104864	ERR2179115	female	old_adult	3
ERP105501	ERR2209902	female	old_adult	1
ERP105501	ERR2209875	male	old_adult	1
ERP105501	ERR2209893	male	old_adult	1
ERP105501	ERR2209877	male	old_adult	1
ERP105501	ERR2209923	male	old_adult	1
ERP109626	ERR2675436	male	old_adult	3
ERP111913	ERR2882442	male	old_adult	3
ERP111913	ERR2882468	male	old_adult	3
ERP111913	ERR2882440	male	old_adult	3
ERP111913	ERR2882453	male	old_adult	3
ERP111913	ERR2882466	male	old_adult	3
ERP111913	ERR2882455	male	old_adult	3
ERP111913	ERR2882443	male	old_adult	3
ERP111913	ERR2882479	male	old_adult	3
ERP111913	ERR2882467	male	old_adult	3
ERP111913	ERR2882478	male	old_adult	3
SRP029262	SRR957918	male	old_adult	3
SRP057793	SRR2018202	male	old_adult	3
SRP058243	SRR2016953	male	old_adult	1
SRP060016	SRR4457129	male	old_adult	3
SRP060016	SRR4457119	male	old_adult	3
SRP060016	SRR4457124	male	old_adult	3
SRP060016	SRR4457134	male	old_adult	3
SRP064478	SRR2558714	female	old_adult	1
SRP067524	SRR3081614	male	old_adult	2
SRP073253	SRR3383296	male	old_adult	2
SRP073253	SRR3383363	male	old_adult	2
SRP073253	SRR3383246	male	old_adult	2
SRP073253	SRR3383385	male	old_adult	2
SRP073253	SRR3383351	male	old_adult	2
SRP074349	SRR3474818	male	old_adult	2
SRP074349	SRR3474819	male	old_adult	2
SRP074349	SRR3474741	male	old_adult	2
SRP074349	SRR3474820	male	old_adult	2
SRP074349	SRR3474732	female	old_adult	2
SRP075564	SRR3581288	male	old_adult	1
SRP075564	SRR3581289	male	old_adult	1
SRP077080	SRR3717250	female	old_adult	1
SRP077080	SRR3717251	female	old_adult	1
SRP082426	SRR4045127	female	old_adult	2
SRP096589	SRR5168576	male	old_adult	3
SRP096589	SRR5168570	male	old_adult	3
SRP096589	SRR5168572	male	old_adult	3
SRP096589	SRR5168578	male	old_adult	3
SRP096589	SRR5168571	male	old_adult	3
SRP096589	SRR5168575	male	old_adult	3
SRP096589	SRR5168577	male	old_adult	3
SRP096589	SRR5168573	male	old_adult	3
SRP096589	SRR5168574	male	old_adult	3
SRP096589	SRR5168568	male	old_adult	3
SRP096589	SRR5168569	male	old_adult	3
SRP113755	SRR5877691	female	old_adult	2
SRP113755	SRR5877711	female	old_adult	2
SRP113755	SRR5877708	male	old_adult	2
SRP119170	SRR6116506	female	old_adult	3
SRP200094	SRR9177701	female	old_adult	1
SRP201347	SRR9294087	male	old_adult	2
SRP076099	SRR3627991	female	old_adult	1
SRP076099	SRR3627992	female	old_adult	1
DRP001150	DRR062913	female	old_adult	3
DRP001150	DRR062912	female	old_adult	3
DRP001150	DRR062909	female	old_adult	3
DRP001150	DRR062915	female	old_adult	3
DRP001150	DRR062914	female	old_adult	3
ERP004592	ERR409887	male	old_adult	1
ERP104864	ERR2179216	female	old_adult	3
ERP105150	ERR2193150	female	old_adult	1
ERP105150	ERR2193151	female	old_adult	1
ERP105501	ERR2209878	male	old_adult	1
ERP105501	ERR2209886	female	old_adult	1
ERP105501	ERR2209876	male	old_adult	1
ERP105501	ERR2209912	male	old_adult	1
ERP105501	ERR2209872	female	old_adult	1
ERP106532	ERR2274879	male	old_adult	2
ERP106532	ERR2274878	male	old_adult	2
ERP109626	ERR2675478	female	old_adult	3
ERP111913	ERR2882459	male	old_adult	3
ERP111913	ERR2882458	male	old_adult	3
ERP111913	ERR2882461	male	old_adult	3
ERP111913	ERR2882456	male	old_adult	3
ERP111913	ERR2882449	female	old_adult	3
ERP111913	ERR2882448	female	old_adult	3
ERP111913	ERR2882460	male	old_adult	3
ERP112912	ERR3012029	male	old_adult	1
SRP017262	SRR620126	female	old_adult	3
SRP017262	SRR620096	female	old_adult	3
SRP017262	SRR620127	female	old_adult	3
SRP017262	SRR621699	female	old_adult	3
SRP022054	SRR837856	female	old_adult	3
SRP022054	SRR837854	female	old_adult	3
SRP022054	SRR837855	female	old_adult	3
SRP029262	SRR957925	female	old_adult	3
SRP046233	SRR1566098	female	old_adult	3
SRP051819	SRR1747016	male	old_adult	3
SRP055438	SRR1813885	male	old_adult	2
SRP056293	SRR1918179	female	old_adult	2
SRP057793	SRR2017980	male	old_adult	3
SRP057793	SRR2017826	male	old_adult	3
SRP057793	SRR2018849	male	old_adult	3
SRP057793	SRR2017785	male	old_adult	3
SRP057793	SRR2017786	female	old_adult	3
SRP057793	SRR2018836	male	old_adult	3
SRP059588	SRR2065033	male	old_adult	1
SRP059588	SRR2065029	male	old_adult	1
SRP060016	SRR4457118	female	old_adult	3
SRP060016	SRR4457133	female	old_adult	3
SRP060016	SRR4457123	female	old_adult	3
SRP060016	SRR4457128	female	old_adult	3
SRP064894	SRR2678360	male	old_adult	1
SRP064894	SRR2678165	male	old_adult	1
SRP067524	SRR3081640	male	old_adult	2
SRP067524	SRR3081627	male	old_adult	2
SRP072492	SRR3308894	female	old_adult	1
SRP072492	SRR3308923	female	old_adult	1
SRP072492	SRR3308931	male	old_adult	1
SRP074349	SRR3474792	female	old_adult	2
SRP074349	SRR3474862	female	old_adult	2
SRP074349	SRR3474861	female	old_adult	2
SRP074349	SRR3474863	female	old_adult	2
SRP074349	SRR3474747	male	old_adult	2
SRP074349	SRR3474790	female	old_adult	2
SRP074349	SRR3474797	male	old_adult	2
SRP074349	SRR3474740	female	old_adult	2
SRP074349	SRR3474761	female	old_adult	2
SRP074349	SRR3474791	female	old_adult	2
SRP074349	SRR3474796	male	old_adult	2
SRP075564	SRR3581310	male	old_adult	1
SRP075564	SRR3581311	male	old_adult	1
SRP082426	SRR4045102	female	old_adult	2
SRP112751	SRR5838035	male	old_adult	1
SRP148497	SRR7187160	female	old_adult	3
SRP162285	SRR7886546	female	old_adult	3
SRP183186	SRR8521527	female	old_adult	2
SRP201347	SRR9294032	female	old_adult	2
ERP104864	ERR2179218	male	old_adult	3
ERP105501	ERR2209908	male	old_adult	1
ERP109626	ERR2675427	male	old_adult	3
ERP109626	ERR2675426	male	old_adult	3
ERP111913	ERR2882446	female	old_adult	3
ERP111913	ERR2882445	female	old_adult	3
ERP111913	ERR2882447	female	old_adult	3
ERP111913	ERR2882444	female	old_adult	3
SRP029262	SRR957961	male	old_adult	3
SRP056293	SRR1918182	male	old_adult	2
SRP057793	SRR2018257	male	old_adult	3
SRP057793	SRR2017988	male	old_adult	3
SRP057793	SRR2017802	female	old_adult	3
SRP058107	SRR2180179	female	old_adult	3
SRP059588	SRR2065137	male	old_adult	1
SRP067524	SRR3081636	male	old_adult	2
SRP071758	SRR3225312	female	old_adult	2
SRP072492	SRR3308926	female	old_adult	1
SRP072492	SRR3308896	male	old_adult	1
SRP072492	SRR3308902	male	old_adult	1
SRP072492	SRR3308885	female	old_adult	1
SRP074349	SRR3474884	female	old_adult	2
SRP074349	SRR3474880	female	old_adult	2
SRP074349	SRR3474757	male	old_adult	2
SRP074349	SRR3474878	female	old_adult	2
SRP074349	SRR3474877	female	old_adult	2
SRP074349	SRR3474787	female	old_adult	2
SRP074349	SRR3474788	female	old_adult	2
SRP074349	SRR3474881	female	old_adult	2
SRP074349	SRR3474876	female	old_adult	2
SRP074349	SRR3474789	female	old_adult	2
SRP074349	SRR3474879	female	old_adult	2
SRP074349	SRR3474883	female	old_adult	2
SRP074349	SRR3474882	female	old_adult	2
SRP082426	SRR4045110	female	old_adult	2
SRP090460	SRR4296110	female	old_adult	3
SRP090460	SRR4296111	female	old_adult	3
SRP136794	SRR6918690	female	old_adult	2
SRP197353	SRR9036380	female	old_adult	2
SRP200094	SRR9177686	female	old_adult	1
ERP105501	ERR2209903	female	old_adult	1
ERP105501	ERR2209913	male	old_adult	1
ERP106532	ERR2274885	male	old_adult	2
ERP106532	ERR2274886	male	old_adult	2
ERP109626	ERR2675434	female	old_adult	3
ERP109626	ERR2675440	female	old_adult	3
ERP111913	ERR2882501	male	old_adult	3
ERP111913	ERR2882503	male	old_adult	3
ERP111913	ERR2882500	male	old_adult	3
ERP111913	ERR2882502	male	old_adult	3
SRP046233	SRR1566099	male	old_adult	3
SRP046233	SRR1566101	male	old_adult	3
SRP048820	SRR1609985	male	old_adult	2
SRP055938	SRR1931669	female	old_adult	2
SRP055938	SRR1931656	female	old_adult	2
SRP055938	SRR1910436	female	old_adult	2
SRP055938	SRR1931673	female	old_adult	2
SRP056293	SRR1918188	male	old_adult	2
SRP057793	SRR2017994	male	old_adult	3
SRP057793	SRR2018255	female	old_adult	3
SRP059536	SRR2064151	female	old_adult	3
SRP072492	SRR3308916	male	old_adult	1
SRP074349	SRR3474731	male	old_adult	2
SRP074349	SRR3474767	male	old_adult	2
SRP074349	SRR3474810	male	old_adult	2
SRP074349	SRR3474746	female	old_adult	2
SRP074349	SRR3474721	male	old_adult	2
SRP082426	SRR4045071	female	old_adult	2
SRP109781	SRR5714740	male	old_adult	3
SRP117763	SRR6043351	female	old_adult	1
SRP162073	SRR7874153	female	old_adult	2
SRP171137	SRR8261373	male	old_adult	1
SRP201347	SRR9294094	male	old_adult	2
ERP004592	ERR409891	male	old_adult	1
ERP105501	ERR2209901	female	old_adult	1
ERP105501	ERR2209928	female	old_adult	1
ERP105501	ERR2209898	male	old_adult	1
SRP027530	SRR935664	male	old_adult	1
SRP051819	SRR1746990	female	old_adult	3
SRP056696	SRR1946642	male	old_adult	2
SRP057793	SRR2017992	male	old_adult	3
SRP072492	SRR3308917	female	old_adult	1
SRP072492	SRR3308915	female	old_adult	1
SRP072492	SRR3308897	male	old_adult	1
SRP074349	SRR3474760	female	old_adult	2
SRP074349	SRR3474859	female	old_adult	2
SRP074349	SRR3474858	female	old_adult	2
SRP074349	SRR3474860	female	old_adult	2
SRP082426	SRR4045120	female	old_adult	2
SRP090460	SRR4296105	female	old_adult	3
SRP092408	SRR4785897	female	old_adult	1
SRP092408	SRR4785932	female	old_adult	1
SRP098761	SRR5225763	male	old_adult	3
SRP098761	SRR5225764	male	old_adult	3
SRP098761	SRR5225761	male	old_adult	3
SRP113755	SRR5877692	female	old_adult	2
SRP113755	SRR5877698	female	old_adult	2
SRP113755	SRR5877714	female	old_adult	2
SRP115956	SRR5961970	female	old_adult	2
SRP162073	SRR7874148	female	old_adult	2
SRP183186	SRR8521478	female	old_adult	2
SRP078156	SRR3820446	female	old_adult	3
SRP078156	SRR3820445	female	old_adult	3
ERP106532	ERR2274890	male	old_adult	2
ERP106532	ERR2274889	male	old_adult	2
ERP106532	ERR2274901	male	old_adult	2
SRP017262	SRR621700	male	old_adult	3
SRP017262	SRR620125	male	old_adult	3
SRP022054	SRR837853	female	old_adult	3
SRP022054	SRR837852	female	old_adult	3
SRP022054	SRR837851	female	old_adult	3
SRP045500	SRR1551019	male	old_adult	1
SRP045500	SRR1551014	male	old_adult	1
SRP045500	SRR1551013	male	old_adult	1
SRP045500	SRR1551018	male	old_adult	1
SRP045500	SRR1551015	male	old_adult	1
SRP045500	SRR1551016	male	old_adult	1
SRP045500	SRR1551017	male	old_adult	1
SRP056293	SRR1918189	male	old_adult	2
SRP057793	SRR2017710	male	old_adult	3
SRP057793	SRR2017798	male	old_adult	3
SRP058243	SRR2016960	male	old_adult	1
SRP064478	SRR2558712	female	old_adult	1
SRP064478	SRR2558717	male	old_adult	1
SRP074349	SRR3474841	female	old_adult	2
SRP074349	SRR3474729	male	old_adult	2
SRP074349	SRR3474840	female	old_adult	2
SRP074349	SRR3474817	male	old_adult	2
SRP074349	SRR3474842	female	old_adult	2
SRP092408	SRR4785943	male	old_adult	1
SRP113755	SRR5877724	female	old_adult	2
SRP148497	SRR7187131	female	old_adult	3
SRP162073	SRR7874154	female	old_adult	2
SRP197353	SRR9036307	female	old_adult	2
ERP105501	ERR2209880	female	elderly	1
ERP105501	ERR2209905	male	elderly	1
ERP105501	ERR2209899	female	elderly	1
ERP106532	ERR2274877	female	elderly	2
ERP106532	ERR2274900	female	elderly	2
SRP027530	SRR935672	female	elderly	1
SRP057793	SRR2018123	female	elderly	3
SRP059588	SRR2065035	female	elderly	1
SRP067524	SRR3081613	female	elderly	2
SRP067524	SRR3081644	male	elderly	2
SRP074349	SRR3474773	female	elderly	2
SRP082426	SRR4045048	female	elderly	2
SRP091785	SRR4433932	male	elderly	3
SRP091785	SRR4433923	male	elderly	3
SRP091785	SRR4433922	male	elderly	3
SRP091785	SRR4433928	male	elderly	3
SRP091785	SRR4433931	male	elderly	3
SRP091785	SRR4433929	male	elderly	3
SRP101731	SRR5336362	male	elderly	2
SRP101731	SRR5336364	male	elderly	2
SRP101731	SRR5336363	male	elderly	2
SRP101731	SRR5336360	male	elderly	2
SRP101731	SRR5336361	male	elderly	2
SRP103588	SRR5438074	female	elderly	3
SRP103588	SRR5436031	female	elderly	3
SRP103588	SRR5436033	female	elderly	3
SRP113755	SRR5877731	female	elderly	2
SRP148497	SRR7187178	female	elderly	3
SRP162285	SRR7886535	female	elderly	3
ERP105150	ERR2193153	male	elderly	1
ERP105150	ERR2193146	female	elderly	1
ERP105150	ERR2193147	female	elderly	1
ERP105150	ERR2193152	male	elderly	1
ERP105501	ERR2209887	male	elderly	1
ERP105501	ERR2209874	female	elderly	1
ERP105501	ERR2209863	male	elderly	1
ERP105501	ERR2209862	male	elderly	1
SRP055438	SRR1813891	female	elderly	2
SRP056293	SRR1918178	male	elderly	2
SRP057793	SRR2018131	female	elderly	3
SRP057793	SRR2017929	male	elderly	3
SRP057793	SRR2017738	female	elderly	3
SRP057793	SRR2017829	male	elderly	3
SRP057793	SRR2018232	female	elderly	3
SRP057793	SRR2017911	male	elderly	3
SRP059588	SRR2065017	female	elderly	1
SRP059588	SRR2065027	female	elderly	1
SRP113755	SRR5877685	female	elderly	2
SRP113755	SRR5877664	female	elderly	2
SRP115956	SRR5961929	female	elderly	2
SRP115956	SRR5961835	female	elderly	2
SRP117763	SRR6043353	female	elderly	1
SRP148497	SRR7187152	female	elderly	3
SRP162073	SRR7874151	female	elderly	2
SRP166888	SRR8112263	male	elderly	2
ERP104864	ERR2179147	female	elderly	3
ERP104864	ERR2179146	female	elderly	3
ERP109626	ERR2675432	male	elderly	3
SRP032165	SRR1017168	female	elderly	2
SRP032165	SRR1017167	female	elderly	2
SRP051819	SRR1746245	female	elderly	3
SRP056293	SRR1918176	male	elderly	2
SRP057793	SRR2017733	female	elderly	3
SRP057793	SRR2017729	female	elderly	3
SRP057793	SRR2017737	female	elderly	3
SRP057793	SRR2018115	female	elderly	3
SRP064478	SRR2558722	male	elderly	1
SRP074349	SRR3474784	female	elderly	2
SRP074349	SRR3474785	female	elderly	2
SRP074349	SRR3474786	female	elderly	2
SRP082426	SRR4045118	female	elderly	2
SRP082426	SRR4045060	female	elderly	2
SRP113755	SRR5877739	female	elderly	2
SRP113755	SRR5877718	female	elderly	2
SRP113755	SRR5877680	female	elderly	2
SRP148497	SRR7187140	female	elderly	3
SRP148497	SRR7187170	female	elderly	3
ERP104864	ERR2179175	male	elderly	3
ERP109626	ERR2675429	female	elderly	3
ERP109626	ERR2675428	female	elderly	3
SRP057793	SRR2017991	male	elderly	3
SRP057793	SRR2018844	male	elderly	3
SRP064478	SRR2558724	female	elderly	1
SRP113755	SRR5877726	female	elderly	2
SRP113755	SRR5877695	female	elderly	2
SRP113755	SRR5877689	female	elderly	2
ERP104864	ERR2179179	male	elderly	3
ERP104864	ERR2179180	male	elderly	3
ERP105501	ERR2209924	male	elderly	1
SRP033696	SRR1047312	female	elderly	2
SRP056293	SRR1918187	female	elderly	2
SRP057793	SRR2018235	male	elderly	3
SRP059588	SRR2065004	male	elderly	1
SRP068304	SRR3096840	female	elderly	3
SRP068304	SRR3096841	female	elderly	3
SRP072492	SRR3308901	male	elderly	1
SRP113755	SRR5877702	female	elderly	2
SRP113755	SRR5877733	female	elderly	2
ERP105501	ERR2209883	female	elderly	1
SRP056293	SRR1918170	female	elderly	2
SRP017262	SRR620162	female	elderly	3
SRP017262	SRR620165	female	elderly	3
SRP017262	SRR620164	female	elderly	3
SRP033696	SRR1047308	female	elderly	2
SRP057793	SRR2017804	female	elderly	3
SRP082426	SRR4045100	female	elderly	2
SRP113755	SRR5877669	female	elderly	2
ERP109626	ERR2675454	female	elderly	3
ERP109626	ERR2675455	female	elderly	3
SRP067524	SRR3081631	male	elderly	2
SRP098761	SRR5225780	female	elderly	3
SRP098761	SRR5225778	female	elderly	3
SRP098761	SRR5225779	female	elderly	3
SRP162285	SRR7886529	male	elderly	3
