experiment	run	sex	age_group	fold
SRP035252	SRR1104902	female	young_child	4
SRP035252	SRR1104903	female	young_child	4
SRP035252	SRR1104905	female	young_child	4
SRP192714	SRR8908608	female	young_child	1
SRP192714	SRR8908778	female	young_child	1
SRP192714	SRR8908783	female	young_child	1
SRP192714	SRR8908779	female	young_child	1
SRP192714	SRR8908781	female	young_child	1
SRP192714	SRR8908607	female	young_child	1
SRP192714	SRR8908606	female	young_child	1
SRP192714	SRR8908785	female	young_child	1
SRP192714	SRR8908612	female	young_child	1
SRP192714	SRR8908784	female	young_child	1
SRP192714	SRR8908782	female	young_child	1
SRP192714	SRR8908615	female	young_child	1
SRP192714	SRR8908605	female	young_child	1
SRP192714	SRR8908787	female	young_child	1
SRP192714	SRR8908610	female	young_child	1
SRP192714	SRR8908604	female	young_child	1
SRP192714	SRR8908614	female	young_child	1
SRP192714	SRR8908780	female	young_child	1
SRP192714	SRR8908611	female	young_child	1
SRP192714	SRR8908613	female	young_child	1
SRP192714	SRR8908777	female	young_child	1
SRP192714	SRR8908609	female	young_child	1
SRP192714	SRR8908776	female	young_child	1
SRP192714	SRR8908786	female	young_child	1
SRP192714	SRR8908894	female	young_child	1
SRP192714	SRR8908425	female	young_child	1
SRP192714	SRR8908895	female	young_child	1
SRP192714	SRR8908886	female	young_child	1
SRP192714	SRR8908872	female	young_child	1
SRP192714	SRR8908422	female	young_child	1
SRP192714	SRR8908418	female	young_child	1
SRP192714	SRR8908424	female	young_child	1
SRP192714	SRR8908417	female	young_child	1
SRP192714	SRR8908875	female	young_child	1
SRP192714	SRR8908419	female	young_child	1
SRP192714	SRR8908874	female	young_child	1
SRP192714	SRR8908876	female	young_child	1
SRP192714	SRR8908421	female	young_child	1
SRP192714	SRR8908881	female	young_child	1
SRP192714	SRR8908883	female	young_child	1
SRP192714	SRR8908893	female	young_child	1
SRP192714	SRR8908887	female	young_child	1
SRP192714	SRR8908892	female	young_child	1
SRP192714	SRR8908423	female	young_child	1
SRP192714	SRR8908880	female	young_child	1
SRP192714	SRR8908888	female	young_child	1
SRP192714	SRR8908889	female	young_child	1
SRP192714	SRR8908426	female	young_child	1
SRP192714	SRR8908420	female	young_child	1
SRP192714	SRR8908877	female	young_child	1
SRP192714	SRR8908891	female	young_child	1
SRP192714	SRR8908882	female	young_child	1
SRP192714	SRR8908879	female	young_child	1
SRP192714	SRR8908885	female	young_child	1
SRP192714	SRR8908873	female	young_child	1
SRP192714	SRR8908427	female	young_child	1
SRP192714	SRR8908884	female	young_child	1
SRP192714	SRR8908416	female	young_child	1
SRP192714	SRR8908878	female	young_child	1
SRP192714	SRR8908890	female	young_child	1
SRP105312	SRR5483038	female	young_child	4
SRP032775	SRR1027004	female	young_child	2
SRP032775	SRR1177747	female	young_child	2
SRP032775	SRR1027010	female	young_child	2
SRP032775	SRR1027011	female	young_child	2
SRP032775	SRR1177748	female	young_child	2
SRP032775	SRR1027005	female	young_child	2
SRP032775	SRR1177753	female	young_child	2
SRP032775	SRR1177749	female	young_child	2
SRP032775	SRR1177755	female	young_child	2
SRP032775	SRR1027008	female	young_child	2
SRP032775	SRR1177754	female	young_child	2
SRP032775	SRR1027006	female	young_child	2
SRP032775	SRR1177750	female	young_child	2
SRP032775	SRR1177756	female	young_child	2
SRP032775	SRR1027009	female	young_child	2
SRP032775	SRR1027007	female	young_child	2
SRP192714	SRR8908560	female	young_child	1
SRP192714	SRR8908400	female	young_child	1
SRP192714	SRR8908552	female	young_child	1
SRP192714	SRR8908428	female	young_child	1
SRP192714	SRR8908562	female	young_child	1
SRP192714	SRR8908467	female	young_child	1
SRP192714	SRR8908555	female	young_child	1
SRP192714	SRR8908561	female	young_child	1
SRP192714	SRR8908691	female	young_child	1
SRP192714	SRR8908459	female	young_child	1
SRP192714	SRR8908452	female	young_child	1
SRP192714	SRR8908394	female	young_child	1
SRP192714	SRR8908699	female	young_child	1
SRP192714	SRR8908556	female	young_child	1
SRP192714	SRR8908436	female	young_child	1
SRP192714	SRR8908553	female	young_child	1
SRP192714	SRR8908431	female	young_child	1
SRP192714	SRR8908469	female	young_child	1
SRP192714	SRR8908453	female	young_child	1
SRP192714	SRR8908458	female	young_child	1
SRP192714	SRR8908432	female	young_child	1
SRP192714	SRR8908696	female	young_child	1
SRP192714	SRR8908456	female	young_child	1
SRP192714	SRR8908460	female	young_child	1
SRP192714	SRR8908470	female	young_child	1
SRP192714	SRR8908430	female	young_child	1
SRP192714	SRR8908688	female	young_child	1
SRP192714	SRR8908402	female	young_child	1
SRP192714	SRR8908465	female	young_child	1
SRP192714	SRR8908396	female	young_child	1
SRP192714	SRR8908689	female	young_child	1
SRP192714	SRR8908698	female	young_child	1
SRP192714	SRR8908435	female	young_child	1
SRP192714	SRR8908401	female	young_child	1
SRP192714	SRR8908693	female	young_child	1
SRP192714	SRR8908468	female	young_child	1
SRP192714	SRR8908472	female	young_child	1
SRP192714	SRR8908463	female	young_child	1
SRP192714	SRR8908461	female	young_child	1
SRP192714	SRR8908398	female	young_child	1
SRP192714	SRR8908438	female	young_child	1
SRP192714	SRR8908393	female	young_child	1
SRP192714	SRR8908455	female	young_child	1
SRP192714	SRR8908471	female	young_child	1
SRP192714	SRR8908558	female	young_child	1
SRP192714	SRR8908474	female	young_child	1
SRP192714	SRR8908439	female	young_child	1
SRP192714	SRR8908697	female	young_child	1
SRP192714	SRR8908462	female	young_child	1
SRP192714	SRR8908395	female	young_child	1
SRP192714	SRR8908466	female	young_child	1
SRP192714	SRR8908399	female	young_child	1
SRP192714	SRR8908694	female	young_child	1
SRP192714	SRR8908475	female	young_child	1
SRP192714	SRR8908695	female	young_child	1
SRP192714	SRR8908433	female	young_child	1
SRP192714	SRR8908559	female	young_child	1
SRP192714	SRR8908692	female	young_child	1
SRP192714	SRR8908557	female	young_child	1
SRP192714	SRR8908464	female	young_child	1
SRP192714	SRR8908403	female	young_child	1
SRP192714	SRR8908563	female	young_child	1
SRP192714	SRR8908454	female	young_child	1
SRP192714	SRR8908437	female	young_child	1
SRP192714	SRR8908434	female	young_child	1
SRP192714	SRR8908392	female	young_child	1
SRP192714	SRR8908690	female	young_child	1
SRP192714	SRR8908457	female	young_child	1
SRP192714	SRR8908554	female	young_child	1
SRP192714	SRR8908429	female	young_child	1
SRP192714	SRR8908397	female	young_child	1
SRP192714	SRR8908473	female	young_child	1
SRP032775	SRR1026971	female	young_child	2
SRP032775	SRR1026970	female	young_child	2
SRP032775	SRR1026980	female	young_child	2
SRP032775	SRR1026994	female	young_child	2
SRP032775	SRR1177741	female	young_child	2
SRP032775	SRR1026988	female	young_child	2
SRP032775	SRR1026990	female	young_child	2
SRP032775	SRR1026978	female	young_child	2
SRP032775	SRR1026992	female	young_child	2
SRP032775	SRR1026995	female	young_child	2
SRP032775	SRR1026989	female	young_child	2
SRP032775	SRR1026991	female	young_child	2
SRP032775	SRR1026979	female	young_child	2
SRP032775	SRR1177742	female	young_child	2
SRP032775	SRR1026973	female	young_child	2
SRP032775	SRR1026972	female	young_child	2
SRP032775	SRR1026993	female	young_child	2
SRP032775	SRR1026981	female	young_child	2
SRP032775	SRR1026975	female	young_child	2
SRP032775	SRR1026974	female	young_child	2
SRP032775	SRR1026977	female	young_child	2
SRP032775	SRR1026976	female	young_child	2
SRP192714	SRR8908672	female	young_child	1
SRP192714	SRR8908592	female	young_child	1
SRP192714	SRR8908683	female	young_child	1
SRP192714	SRR8908628	female	young_child	1
SRP192714	SRR8908675	female	young_child	1
SRP192714	SRR8908680	female	young_child	1
SRP192714	SRR8908687	female	young_child	1
SRP192714	SRR8908599	female	young_child	1
SRP192714	SRR8908595	female	young_child	1
SRP192714	SRR8908590	female	young_child	1
SRP192714	SRR8908589	female	young_child	1
SRP192714	SRR8908706	female	young_child	1
SRP192714	SRR8908629	female	young_child	1
SRP192714	SRR8908670	female	young_child	1
SRP192714	SRR8908671	female	young_child	1
SRP192714	SRR8908700	female	young_child	1
SRP192714	SRR8908673	female	young_child	1
SRP192714	SRR8908637	female	young_child	1
SRP192714	SRR8908678	female	young_child	1
SRP192714	SRR8908669	female	young_child	1
SRP192714	SRR8908631	female	young_child	1
SRP192714	SRR8908593	female	young_child	1
SRP192714	SRR8908707	female	young_child	1
SRP192714	SRR8908635	female	young_child	1
SRP192714	SRR8908704	female	young_child	1
SRP192714	SRR8908636	female	young_child	1
SRP192714	SRR8908674	female	young_child	1
SRP192714	SRR8908684	female	young_child	1
SRP192714	SRR8908633	female	young_child	1
SRP192714	SRR8908598	female	young_child	1
SRP192714	SRR8908634	female	young_child	1
SRP192714	SRR8908588	female	young_child	1
SRP192714	SRR8908664	female	young_child	1
SRP192714	SRR8908677	female	young_child	1
SRP192714	SRR8908681	female	young_child	1
SRP192714	SRR8908679	female	young_child	1
SRP192714	SRR8908668	female	young_child	1
SRP192714	SRR8908591	female	young_child	1
SRP192714	SRR8908703	female	young_child	1
SRP192714	SRR8908701	female	young_child	1
SRP192714	SRR8908702	female	young_child	1
SRP192714	SRR8908630	female	young_child	1
SRP192714	SRR8908682	female	young_child	1
SRP192714	SRR8908686	female	young_child	1
SRP192714	SRR8908666	female	young_child	1
SRP192714	SRR8908709	female	young_child	1
SRP192714	SRR8908708	female	young_child	1
SRP192714	SRR8908596	female	young_child	1
SRP192714	SRR8908639	female	young_child	1
SRP192714	SRR8908597	female	young_child	1
SRP192714	SRR8908705	female	young_child	1
SRP192714	SRR8908594	female	young_child	1
SRP192714	SRR8908632	female	young_child	1
SRP192714	SRR8908710	female	young_child	1
SRP192714	SRR8908667	female	young_child	1
SRP192714	SRR8908711	female	young_child	1
SRP192714	SRR8908676	female	young_child	1
SRP192714	SRR8908685	female	young_child	1
SRP192714	SRR8908665	female	young_child	1
SRP192714	SRR8908638	female	young_child	1
SRP032775	SRR1026950	female	child	2
SRP032775	SRR1026956	female	child	2
SRP032775	SRR1177731	female	child	2
SRP032775	SRR1026957	female	child	2
SRP032775	SRR1177719	female	child	2
SRP032775	SRR1026936	female	child	2
SRP032775	SRR1026937	female	child	2
SRP032775	SRR1177732	female	child	2
SRP032775	SRR1177720	female	child	2
SRP032775	SRR1026938	female	child	2
SRP032775	SRR1026939	female	child	2
SRP032775	SRR1026952	female	child	2
SRP032775	SRR1026933	female	child	2
SRP032775	SRR1026932	female	child	2
SRP032775	SRR1026953	female	child	2
SRP032775	SRR1177703	female	child	2
SRP032775	SRR1026934	female	child	2
SRP032775	SRR1026935	female	child	2
SRP081605	SRR4026978	female	child	3
SRP081605	SRR4026930	female	child	3
SRP192714	SRR8908385	female	child	1
SRP192714	SRR8908523	female	child	1
SRP192714	SRR8908382	female	child	1
SRP192714	SRR8908375	female	child	1
SRP192714	SRR8908383	female	child	1
SRP192714	SRR8908364	female	child	1
SRP192714	SRR8908520	female	child	1
SRP192714	SRR8908387	female	child	1
SRP192714	SRR8908372	female	child	1
SRP192714	SRR8908516	female	child	1
SRP192714	SRR8908369	female	child	1
SRP192714	SRR8908390	female	child	1
SRP192714	SRR8908388	female	child	1
SRP192714	SRR8908384	female	child	1
SRP192714	SRR8908370	female	child	1
SRP192714	SRR8908386	female	child	1
SRP192714	SRR8908374	female	child	1
SRP192714	SRR8908526	female	child	1
SRP192714	SRR8908371	female	child	1
SRP192714	SRR8908518	female	child	1
SRP192714	SRR8908373	female	child	1
SRP192714	SRR8908368	female	child	1
SRP192714	SRR8908381	female	child	1
SRP192714	SRR8908377	female	child	1
SRP192714	SRR8908522	female	child	1
SRP192714	SRR8908378	female	child	1
SRP192714	SRR8908391	female	child	1
SRP192714	SRR8908517	female	child	1
SRP192714	SRR8908367	female	child	1
SRP192714	SRR8908519	female	child	1
SRP192714	SRR8908376	female	child	1
SRP192714	SRR8908380	female	child	1
SRP192714	SRR8908524	female	child	1
SRP192714	SRR8908389	female	child	1
SRP192714	SRR8908379	female	child	1
SRP192714	SRR8908527	female	child	1
SRP192714	SRR8908521	female	child	1
SRP192714	SRR8908525	female	child	1
SRP192714	SRR8908365	female	child	1
SRP192714	SRR8908366	female	child	1
SRP032775	SRR1026926	female	child	2
SRP032775	SRR1177689	female	child	2
SRP032775	SRR1177697	female	child	2
SRP032775	SRR1177709	female	child	2
SRP032775	SRR1177705	female	child	2
SRP032775	SRR1177711	female	child	2
SRP032775	SRR1026930	female	child	2
SRP105312	SRR5483039	female	child	4
SRP032775	SRR1026931	female	child	2
SRP032775	SRR1177706	female	child	2
SRP032775	SRR1177710	female	child	2
SRP032775	SRR1026928	female	child	2
SRP032775	SRR1177690	female	child	2
SRP032775	SRR1177698	female	child	2
SRP032775	SRR1026927	female	child	2
SRP032775	SRR1026929	female	child	2
SRP032775	SRR1026898	female	child	2
SRP032775	SRR1177717	female	child	2
SRP032775	SRR1026899	female	child	2
SRP045207	SRR1535269	female	child	4
SRP081605	SRR4026874	female	child	3
SRP081605	SRR4027012	female	child	3
SRP081605	SRR4026969	female	child	3
SRP081605	SRR4026915	female	child	3
SRP081605	SRR4026981	female	child	3
SRP081605	SRR4026961	female	child	3
SRP081605	SRR4026921	female	child	3
SRP081605	SRR4026870	female	child	3
SRP081605	SRR4026962	female	child	3
SRP081605	SRR4026900	female	child	3
SRP081605	SRR4026857	female	child	3
SRP081605	SRR4026967	female	child	3
SRP081605	SRR4026854	female	child	3
SRP081605	SRR4026947	female	child	3
SRP081605	SRR4027014	female	child	3
SRP081605	SRR4027005	female	child	3
SRP081605	SRR4026876	female	child	3
SRP081605	SRR4026995	female	child	3
SRP081605	SRR4026933	female	child	3
SRP081605	SRR4026887	female	child	3
SRP192714	SRR8908091	female	child	1
SRP192714	SRR8908218	female	child	1
SRP192714	SRR8908214	female	child	1
SRP192714	SRR8908216	female	child	1
SRP192714	SRR8908344	female	child	1
SRP192714	SRR8908289	female	child	1
SRP192714	SRR8908280	female	child	1
SRP192714	SRR8908290	female	child	1
SRP192714	SRR8908098	female	child	1
SRP192714	SRR8908215	female	child	1
SRP192714	SRR8908287	female	child	1
SRP192714	SRR8908281	female	child	1
SRP192714	SRR8908750	female	child	1
SRP192714	SRR8908340	female	child	1
SRP192714	SRR8908347	female	child	1
SRP192714	SRR8908284	female	child	1
SRP192714	SRR8908746	female	child	1
SRP192714	SRR8908751	female	child	1
SRP192714	SRR8908212	female	child	1
SRP192714	SRR8908090	female	child	1
SRP192714	SRR8908095	female	child	1
SRP192714	SRR8908209	female	child	1
SRP192714	SRR8908097	female	child	1
SRP192714	SRR8908210	female	child	1
SRP192714	SRR8908286	female	child	1
SRP192714	SRR8908342	female	child	1
SRP192714	SRR8908096	female	child	1
SRP192714	SRR8908211	female	child	1
SRP192714	SRR8908349	female	child	1
SRP192714	SRR8908742	female	child	1
SRP192714	SRR8908285	female	child	1
SRP192714	SRR8908743	female	child	1
SRP192714	SRR8908089	female	child	1
SRP192714	SRR8908747	female	child	1
SRP192714	SRR8908346	female	child	1
SRP192714	SRR8908291	female	child	1
SRP192714	SRR8908283	female	child	1
SRP192714	SRR8908350	female	child	1
SRP192714	SRR8908208	female	child	1
SRP192714	SRR8908749	female	child	1
SRP192714	SRR8908094	female	child	1
SRP192714	SRR8908341	female	child	1
SRP192714	SRR8908741	female	child	1
SRP192714	SRR8908740	female	child	1
SRP192714	SRR8908748	female	child	1
SRP192714	SRR8908092	female	child	1
SRP192714	SRR8908217	female	child	1
SRP192714	SRR8908219	female	child	1
SRP192714	SRR8908288	female	child	1
SRP192714	SRR8908744	female	child	1
SRP192714	SRR8908213	female	child	1
SRP192714	SRR8908093	female	child	1
SRP192714	SRR8908099	female	child	1
SRP192714	SRR8908745	female	child	1
SRP192714	SRR8908351	female	child	1
SRP192714	SRR8908345	female	child	1
SRP192714	SRR8908282	female	child	1
SRP192714	SRR8908088	female	child	1
SRP192714	SRR8908348	female	child	1
SRP192714	SRR8908343	female	child	1
SRP032775	SRR1177675	female	child	2
SRP032775	SRR1177673	female	child	2
SRP032775	SRR1026895	female	child	2
SRP032775	SRR1026896	female	child	2
SRP032775	SRR1026900	female	child	2
SRP032775	SRR1177677	female	child	2
SRP032775	SRR1026910	female	child	2
SRP032775	SRR1026911	female	child	2
SRP032775	SRR1177693	female	child	2
SRP032775	SRR1026918	female	child	2
SRP032775	SRR1026919	female	child	2
SRP032775	SRR1026921	female	child	2
SRP032775	SRR1026920	female	child	2
SRP032775	SRR1177676	female	child	2
SRP032775	SRR1026901	female	child	2
SRP032775	SRR1026912	female	child	2
SRP032775	SRR1026913	female	child	2
SRP032775	SRR1177678	female	child	2
SRP032775	SRR1177718	female	child	2
SRP032775	SRR1177674	female	child	2
SRP032775	SRR1177685	female	child	2
SRP032775	SRR1177681	female	child	2
SRP032775	SRR1177682	female	child	2
SRP081605	SRR4026856	female	child	3
SRP081605	SRR4027015	female	child	3
SRP081605	SRR4026963	female	child	3
SRP081605	SRR4026916	female	child	3
SRP192714	SRR8908108	female	child	1
SRP192714	SRR8908752	female	child	1
SRP192714	SRR8908160	female	child	1
SRP192714	SRR8908658	female	child	1
SRP192714	SRR8908109	female	child	1
SRP192714	SRR8908755	female	child	1
SRP192714	SRR8908111	female	child	1
SRP192714	SRR8908654	female	child	1
SRP192714	SRR8908164	female	child	1
SRP192714	SRR8908101	female	child	1
SRP192714	SRR8908185	female	child	1
SRP192714	SRR8908758	female	child	1
SRP192714	SRR8908169	female	child	1
SRP192714	SRR8908165	female	child	1
SRP192714	SRR8908331	female	child	1
SRP192714	SRR8908656	female	child	1
SRP192714	SRR8908166	female	child	1
SRP192714	SRR8908329	female	child	1
SRP192714	SRR8908170	female	child	1
SRP192714	SRR8908337	female	child	1
SRP192714	SRR8908171	female	child	1
SRP192714	SRR8908328	female	child	1
SRP192714	SRR8908757	female	child	1
SRP192714	SRR8908661	female	child	1
SRP192714	SRR8908102	female	child	1
SRP192714	SRR8908104	female	child	1
SRP192714	SRR8908660	female	child	1
SRP192714	SRR8908336	female	child	1
SRP192714	SRR8908338	female	child	1
SRP192714	SRR8908663	female	child	1
SRP192714	SRR8908168	female	child	1
SRP192714	SRR8908162	female	child	1
SRP192714	SRR8908760	female	child	1
SRP192714	SRR8908761	female	child	1
SRP192714	SRR8908187	female	child	1
SRP192714	SRR8908106	female	child	1
SRP192714	SRR8908194	female	child	1
SRP192714	SRR8908333	female	child	1
SRP192714	SRR8908652	female	child	1
SRP192714	SRR8908191	female	child	1
SRP192714	SRR8908189	female	child	1
SRP192714	SRR8908762	female	child	1
SRP192714	SRR8908754	female	child	1
SRP192714	SRR8908186	female	child	1
SRP192714	SRR8908103	female	child	1
SRP192714	SRR8908192	female	child	1
SRP192714	SRR8908334	female	child	1
SRP192714	SRR8908193	female	child	1
SRP192714	SRR8908161	female	child	1
SRP192714	SRR8908659	female	child	1
SRP192714	SRR8908335	female	child	1
SRP192714	SRR8908184	female	child	1
SRP192714	SRR8908330	female	child	1
SRP192714	SRR8908163	female	child	1
SRP192714	SRR8908759	female	child	1
SRP192714	SRR8908190	female	child	1
SRP192714	SRR8908195	female	child	1
SRP192714	SRR8908107	female	child	1
SRP192714	SRR8908662	female	child	1
SRP192714	SRR8908763	female	child	1
SRP192714	SRR8908756	female	child	1
SRP192714	SRR8908753	female	child	1
SRP192714	SRR8908339	female	child	1
SRP192714	SRR8908332	female	child	1
SRP192714	SRR8908105	female	child	1
SRP192714	SRR8908167	female	child	1
SRP192714	SRR8908655	female	child	1
SRP192714	SRR8908657	female	child	1
SRP192714	SRR8908653	female	child	1
SRP192714	SRR8908110	female	child	1
SRP192714	SRR8908188	female	child	1
SRP192714	SRR8908100	female	child	1
SRP032775	SRR1177686	female	child	2
SRP045207	SRR1535514	female	child	4
SRP071965	SRR3235813	female	child	3
SRP071965	SRR3235811	female	child	3
SRP071965	SRR3235810	female	child	3
SRP071965	SRR3235784	female	child	3
SRP071965	SRR3235812	female	child	3
SRP071965	SRR3235783	female	child	3
SRP081605	SRR4026979	female	child	3
SRP081605	SRR4026928	female	child	3
SRP081605	SRR4026838	female	child	3
SRP081605	SRR4026997	female	child	3
SRP081605	SRR4026833	female	child	3
SRP081605	SRR4026836	female	child	3
SRP081605	SRR4026908	female	child	3
SRP081605	SRR4027006	female	child	3
SRP081605	SRR4026931	female	child	3
SRP081605	SRR4026886	female	child	3
SRP081605	SRR4026949	female	child	3
SRP081605	SRR4026980	female	child	3
SRP081605	SRR4026975	female	child	3
SRP081605	SRR4026932	female	child	3
SRP081605	SRR4026955	female	child	3
SRP081605	SRR4026883	female	child	3
SRP081605	SRR4026971	female	child	3
SRP081605	SRR4026879	female	child	3
SRP081605	SRR4026924	female	child	3
SRP192714	SRR8908141	female	child	1
SRP192714	SRR8908010	female	child	1
SRP192714	SRR8908644	female	child	1
SRP192714	SRR8908009	female	child	1
SRP192714	SRR8908646	female	child	1
SRP192714	SRR8908147	female	child	1
SRP192714	SRR8908641	female	child	1
SRP192714	SRR8908144	female	child	1
SRP192714	SRR8908640	female	child	1
SRP192714	SRR8908643	female	child	1
SRP192714	SRR8908015	female	child	1
SRP192714	SRR8908013	female	child	1
SRP192714	SRR8908648	female	child	1
SRP192714	SRR8908004	female	child	1
SRP192714	SRR8908140	female	child	1
SRP192714	SRR8908642	female	child	1
SRP192714	SRR8908012	female	child	1
SRP192714	SRR8908145	female	child	1
SRP192714	SRR8908649	female	child	1
SRP192714	SRR8908651	female	child	1
SRP192714	SRR8908137	female	child	1
SRP192714	SRR8908014	female	child	1
SRP192714	SRR8908139	female	child	1
SRP192714	SRR8908143	female	child	1
SRP192714	SRR8908007	female	child	1
SRP192714	SRR8908645	female	child	1
SRP192714	SRR8908008	female	child	1
SRP192714	SRR8908138	female	child	1
SRP192714	SRR8908146	female	child	1
SRP192714	SRR8908142	female	child	1
SRP192714	SRR8908011	female	child	1
SRP192714	SRR8908647	female	child	1
SRP192714	SRR8908136	female	child	1
SRP192714	SRR8908650	female	child	1
SRP192714	SRR8908006	female	child	1
SRP192714	SRR8908005	female	child	1
SRP071965	SRR3235789	female	adolescent	3
SRP071965	SRR3235801	female	adolescent	3
SRP071965	SRR3235994	female	adolescent	3
SRP071965	SRR3235858	female	adolescent	3
SRP071965	SRR3235800	female	adolescent	3
SRP071965	SRR3235998	female	adolescent	3
SRP071965	SRR3235857	female	adolescent	3
SRP071965	SRR3235996	female	adolescent	3
SRP071965	SRR3235829	female	adolescent	3
SRP071965	SRR3235790	female	adolescent	3
SRP071965	SRR3235997	female	adolescent	3
SRP071965	SRR3235830	female	adolescent	3
SRP071965	SRR3235828	female	adolescent	3
SRP071965	SRR3235859	female	adolescent	3
SRP071965	SRR3235831	female	adolescent	3
SRP071965	SRR3235999	female	adolescent	3
SRP071965	SRR3235799	female	adolescent	3
SRP071965	SRR3235860	female	adolescent	3
SRP071965	SRR3235995	female	adolescent	3
SRP071965	SRR3236005	female	adolescent	3
SRP071965	SRR3236026	female	adolescent	3
SRP071965	SRR3236004	female	adolescent	3
SRP071965	SRR3236023	female	adolescent	3
SRP071965	SRR3236015	female	adolescent	3
SRP071965	SRR3235791	female	adolescent	3
SRP081605	SRR4026871	female	adolescent	3
SRP081605	SRR4026867	female	adolescent	3
SRP081605	SRR4026983	female	adolescent	3
SRP081605	SRR4026922	female	adolescent	3
SRP081605	SRR4026877	female	adolescent	3
SRP081605	SRR4026970	female	adolescent	3
SRP192714	SRR8908736	female	adolescent	1
SRP192714	SRR8907997	female	adolescent	1
SRP192714	SRR8908738	female	adolescent	1
SRP192714	SRR8907991	female	adolescent	1
SRP192714	SRR8907995	female	adolescent	1
SRP192714	SRR8907993	female	adolescent	1
SRP192714	SRR8908000	female	adolescent	1
SRP192714	SRR8907990	female	adolescent	1
SRP192714	SRR8907996	female	adolescent	1
SRP192714	SRR8907994	female	adolescent	1
SRP192714	SRR8907999	female	adolescent	1
SRP192714	SRR8908737	female	adolescent	1
SRP192714	SRR8908003	female	adolescent	1
SRP192714	SRR8907992	female	adolescent	1
SRP192714	SRR8908001	female	adolescent	1
SRP192714	SRR8907998	female	adolescent	1
SRP192714	SRR8908739	female	adolescent	1
SRP192714	SRR8908002	female	adolescent	1
SRP192714	SRR8907989	female	adolescent	1
SRP192714	SRR8907988	female	adolescent	1
SRP045207	SRR1535271	female	adolescent	4
SRP045207	SRR1535268	female	adolescent	4
SRP071965	SRR3236008	female	adolescent	3
SRP071965	SRR3236000	female	adolescent	3
SRP071965	SRR3235855	female	adolescent	3
SRP071965	SRR3235803	female	adolescent	3
SRP071965	SRR3235990	female	adolescent	3
SRP071965	SRR3235992	female	adolescent	3
SRP071965	SRR3236002	female	adolescent	3
SRP071965	SRR3235984	female	adolescent	3
SRP071965	SRR3235846	female	adolescent	3
SRP071965	SRR3235983	female	adolescent	3
SRP071965	SRR3236060	female	adolescent	3
SRP071965	SRR3235818	female	adolescent	3
SRP071965	SRR3236058	female	adolescent	3
SRP071965	SRR3235856	female	adolescent	3
SRP071965	SRR3235820	female	adolescent	3
SRP071965	SRR3235852	female	adolescent	3
SRP071965	SRR3235821	female	adolescent	3
SRP071965	SRR3235847	female	adolescent	3
SRP071965	SRR3235982	female	adolescent	3
SRP071965	SRR3236001	female	adolescent	3
SRP071965	SRR3236024	female	adolescent	3
SRP071965	SRR3235988	female	adolescent	3
SRP071965	SRR3236010	female	adolescent	3
SRP071965	SRR3236009	female	adolescent	3
SRP071965	SRR3236059	female	adolescent	3
SRP071965	SRR3236061	female	adolescent	3
SRP071965	SRR3236003	female	adolescent	3
SRP071965	SRR3235854	female	adolescent	3
SRP071965	SRR3236006	female	adolescent	3
SRP071965	SRR3235819	female	adolescent	3
SRP071965	SRR3235989	female	adolescent	3
SRP071965	SRR3235991	female	adolescent	3
SRP071965	SRR3235809	female	adolescent	3
SRP071965	SRR3236042	female	adolescent	3
SRP071965	SRR3236007	female	adolescent	3
SRP071965	SRR3235853	female	adolescent	3
